2020 TAILS,1,5,B,"[H] Hartals, or labor strikes, hurt the economy of this city, Bangladesh’s capital and most populous, in the early 2000’s. Though the hartal rate has declined in the past five years, the city still struggles to deal with the large number of climate refugees coming from other parts of the country.",Dhaka
2020 TAILS,1,5,C,[M] The Brahmaputra River combines with the Padma distributary from this other large South Asian river to create the delta that Bangladesh lies on. This holy river flows through the city of Varanasi in India and is a pilgrimage site.,Ganges [or Ganga or River Ganges]
2020 TAILS,1,6,L,"After invading a neighboring nation, this man threatened to launch the “mother of all battles.” For ten points each:",
2020 TAILS,1,6,A,[M] Name this dictator who was captured in a “spider hole” during the 2003 invasion of Iraq. The toppling of the Firdos Square statue of this dictator was broadcast live and symbolically ended his government.,Saddam Hussein
2020 TAILS,1,6,B,[E] Hussein had invaded Kuwait in 1991 after accusing them of breaking OPEC’s production quotas of this good. Retreating Iraqi troops caused an environmental disaster by burning over 700 wells that produced this good.,oil [or crude oil or petroleum]
2020 TAILS,1,6,C,"[H] “Stormin’” Norman Schwarzkopf led this portion of the Gulf War, which included the attack on Iraq. This operation followed the liberation of Kuwait and Operation Desert Shield.",Operation Desert Storm
2020 TAILS,1,7,L,"After a trip to Havana, this composer wrote a tone poem inspired by rumba music featuring bongos and maracas. For ten points each:",
2020 TAILS,1,7,A,"[M] Name this American composer of the Cuban Overture. Other works by this composer include Lady, be Good and Rhapsody in Blue.",George Gershwin
2020 TAILS,1,7,B,"[E] Rhapsody in Blue’s arrangement includes this section, which is used alongside brass and percussion sections in a concert band. This section contains the clarinet, whose glissando opens the piece, and other instruments played by blowing.",woodwind instruments [accept reed instruments]
2020 TAILS,1,7,C,"[H] Another work by Gershwin, An American in Paris, features sounds from 4 of these devices, which are not usually used as musical instruments. Gershwin used these devices to evoke a common sound from a Paris street.",taxi horns [accept car horns; prompt on horns by asking “From what things?”]
2020 TAILS,1,8,L,"The protagonist of this novel takes revenge on the Count de Morcerf Fernand, the wealthy banker Danglars, and the prosecutor for the king Villefort. For ten points each:",
2020 TAILS,1,8,A,"[H] Name this novel. An old man called the “Mad Priest” helps the protagonist of this novel escape the Château d'If (SHA-toe DEEF), where he was imprisoned after being framed for being a Bonapartist traitor.",The Count of Monte Cristo
2020 TAILS,1,8,B,[M] The Count of Monte Cristo was written by this French author. This author wrote Twenty Years After and The Vicomte of Bragelonne (vee-COMT of BRAH-jehl-uhn) as sequels to one of his most famous novels.,Alexandre Dumas
2020 TAILS,1,8,C,"[E] The phrase “All for one and one for all!” was popularized by this Dumas novel. In this novel, the young man d’Artagnan (dahr-TAN-yun) makes friends with Athos, Porthos, and Aramis, who are the title trio of soldiers.",The Three Musketeers [accept Les Trois Mousquetaires]
2020 TAILS,1,9,L,"Before the 20th century, it was generally held that these beings dressed in red, not green. For ten points each:",
2020 TAILS,1,9,A,"[M] Name these beings sometimes considered a type of fairy in Irish folklore. These beings are most often depicted as little, bearded shoe-makers who enjoy partaking in mischief.",leprechauns
2020 TAILS,1,9,B,"[E] In more modern myths about leprechauns, they are said to hide their pots of gold at the end of one of these colorful natural phenomena.",rainbows
2020 TAILS,1,9,C,"[H] These other creatures in Irish folklore are said to have red eyes from continual weeping. These female mound spirits are said to shriek, wail, or keen at the imminent death of a family member.",banshees
2020 TAILS,1,10,L,"This field is present when electrical charges move, and can be visualized by the orientation of iron filings. For ten points each:",
2020 TAILS,1,10,A,"[M] Name this field denoted by the letter B, whose strength is measured in Teslas. The Earth’s field of this kind protects it from the solar wind and cosmic rays.",magnetic field [or the Earth’s geomagnetic field]
2020 TAILS,1,10,B,"[E] These navigational devices use a magnetic needle and the earth’s magnetic field to point to magnetic north, which is slightly different from geographic north.",magnetic compasses
2020 TAILS,1,10,C,"[H] Compasses and bar magnets can point north because they have this strongest type of magnetism, which allows iron, cobalt, or nickel to form permanent magnets.",ferromagnetism
2020 TAILS,1,11,L,"In artworks, these rulers were typically depicted with a false beard wearing an ornate skirt known as the shendyt (shen-dit). For ten points each:",
2020 TAILS,1,11,A,"[E] Name these ancient rulers, some of whom wore Pschent (p’SKENT) crowns that combined the red and white crowns of lower and upper Egypt. These Egyptian rulers were mummified and buried in sarcophagi.",pharaohs
2020 TAILS,1,11,B,"[M] The discovery of this pharaoh’s tomb was monumental because it was nearly fully intact, with very few artifacts stolen by grave robbers. Howard Carter discovered the tomb of this pharaoh, the youngest ruler of Egypt.",Tutankhamun [or King Tut]
2020 TAILS,1,11,C,"[H] This pharaoh, the husband of Nefertiti, fathered Tutankhamen with an unknown woman known only as The Younger Lady. This pharaoh founded the city of Amarna and introduced monotheistic worship of the sun to Egypt.",Akhenaten [accept Echnaton or Ikhnaton or Khuenaten or Amenhotep IV or Amenophis IV; prompt on Amenhotep or Amenophis]
2020 TAILS,1,12,L,This former schoolmate of Paul Allen at Lakeside High dropped out of Harvard to create his own computer software company. For ten points each:,
2020 TAILS,1,12,A,"[E] Name this billionaire, a co-founder and former CEO of Microsoft. This man founded a charitable organization that supports public health projects with his wife Melinda.",Bill Gates [or William Henry Gates]
2020 TAILS,1,12,B,[H] Bill and Melinda Gates’s other philanthropic endeavors include signing this commitment. This campaign encourages extremely wealthy people to donate the majority of their money.,The Giving Pledge
2020 TAILS,1,12,C,[M] This man co-founded the Giving Pledge with Bill and Melinda Gates. This man known as the “Oracle of Omaha” is known for his investment prowess and for being the CEO of Berkshire Hathaway.,Warren Edward Buffett
2020 TAILS,1,13,L,"For ten points each, answer some questions about American architects named Frank.",
2020 TAILS,1,13,A,[H] Frank Lloyd Wright designed this building in southwestern Pennsylvania for the Kaufmann family. This building uses cantilevered floors to extend over a waterfall.,Fallingwater
2020 TAILS,1,13,B,"[E] Architect Frank Shaver Allen designed the Kenosha High School and Christ Episcopal Church in Joliet, a city in this state. Frank Lloyd Wright designed the Robie House in this state’s city of Chicago.",Illinois
2020 TAILS,1,13,C,"[M] Frank Gehry designed a building of this type in Bilbao for the Guggenheim Foundation. Frank Lloyd Wright also designed one of these buildings for the Guggenheims, which is down the street from another one called MoMa.",art museum [do not accept or prompt on answers containing “gallery”]
2020 TAILS,1,14,L,Otto Theodor Benfey created a version of this diagram nicknamed for its resemblance to a snail. For ten points each:,
2020 TAILS,1,14,A,"[E] Name this diagram which demonstrates the Law of Octaves. This diagram arranges all known chemical elements into a chart that depicts their atomic weight, atomic number, and atomic symbol.",periodic table of the elements
2020 TAILS,1,14,B,"[M] This Russian chemist used the Law of Octaves to predict the properties of germanium, gallium, and scandium and in the process invented the periodic table.",Dmitri Ivanovich Mendeleev
2020 TAILS,1,14,C,"[H] The element named for Mendeleev, mendelevium, is in this series of elements, which contains five other elements named for people. This series of elements lies under the lanthanides on the periodic table.",actinides [prompt on rare earths or period 7]
2020 TAILS,1,15,L,"This river was accidentally diverted into the Coachella Valley of Southern California in 1905, which formed the modern Salton Sea. For ten points each:",
2020 TAILS,1,15,A,"[M] Name this river of the southwestern United States, which forms the border between California and Arizona.",Colorado River
2020 TAILS,1,15,B,"[E] The Colorado River has now been tamed by measures such as this massive dam, the largest in the world when it was opened in 1935. This dam is named after a Depression-era president.",Hoover Dam
2020 TAILS,1,15,C,[H] This artificial lake between Nevada and Arizona was formed by the accumulation of the Colorado River behind Hoover Dam. This lake and Lake Powell are the two largest artificial water reservoirs in the United States.,Lake Mead
2020 TAILS,1,16,L,"These cells, which are also known as erythrocytes, can form stacks called rouleaux (roo-LOH) due to their unique disk shape. For ten points each:",
2020 TAILS,1,16,A,[M] Name these cells of the circulatory system. The oxygen-binding protein hemoglobin gives these cells their characteristic color.,red blood cells [or RBCs; accept red blood corpuscles or erythroid cells or haematids]
2020 TAILS,1,16,B,"[E] Heme groups in hemoglobin contain this element, which allows them to bind to oxygen. This metal with symbol Fe is oxidized to form rust.",iron
2020 TAILS,1,16,C,"[H] This disease causes red blood cells to change shape, preventing them from properly binding to oxygen. People who are heterozygous for this disease’s allele are less likely to get malaria.",sickle-cell anemia [or sickle-cell disease or SCA or SCD; prompt on anemia]
2020 TAILS,1,17,L,"In one appearance, this character cashes in over $20,000 in Mom Bucks to buy himself a new motorcycle. For ten points each:",
2020 TAILS,1,17,A,"[M] Name this title character of the second book in a series by Jeff Kinney. This character owns a white van that sports his garage band’s name, Löded Diper, on its side, and spends most of his time tormenting his brother Greg.",Rodrick Heffley [prompt on just Heffley]
2020 TAILS,1,17,B,[E] The Heffleys star in this series of journal-like books about Greg and his daily adventures as depicted by his simple drawings. Dog Days and Cabin Fever are books in this series.,Diary of a Wimpy Kid
2020 TAILS,1,17,C,[H] Jeff Kinney was also the primary creator of this online role-playing game in which players travel between islands and complete quests. Wimpy Wonderland and Wimpy Boardwalk are islands in this game about Diary of a Wimpy Kid that feature alongside other islands like Astro-Knights and Time Tangled.,Poptropica
2020 TAILS,1,18,L,Hermitian examples of these things consist of complex conjugates. For ten points each:,
2020 TAILS,1,18,A,[H] Name these things which are reduced into row-echelon form through Gaussian elimination. These rectangular arrays of numbers can only be multiplied if the column number of the first matches the row number of the second.,matrix or matrices
2020 TAILS,1,18,B,"[E] Logical matrices only contain values of zero and this number. In Boolean logic, zero corresponds to false while this number corresponds to true.",one
2020 TAILS,1,18,C,"[M] Boolean logic is this type of system, because there are only two possible values: true or false. Another system with this name uses ones and zeros to code for information in computers.",binary
2020 TAILS,1,19,L,The lwa that adherents to this religion venerate are associated with Roman Catholic saints. For ten points each:,
2020 TAILS,1,19,A,"[M] Name this Afro-Caribbean religion that originated in Haiti. Although the practice of sticking pins into effigies to induce illness is not prominent in this religion, those “dolls” are still named after this religion.",Vodou [accept Vodoun]
2020 TAILS,1,19,B,[E] One branch of Vodou that developed from the practices of the African diaspora is named for this state. That branch of Vodou became syncretized with the Francophone culture of this state’s city of New Orleans.,Louisiana
2020 TAILS,1,19,C,[H] Another branch of Vodou is named for its development in this island country in the Spanish Empire. Santería is an African diasporic religion practiced in this country that is often confused with Vodou practices.,Cuba
2020 TAILS,1,20,L,This man’s Doctor’s Plot involved accusing a group of Jewish doctors in Moscow of plotting to assassinate Soviet leaders. For ten points each:,
2020 TAILS,1,20,A,"[M] Name this leader who aided a campaign of political repression and genocide known as the Great Purge. This leader, who organized his country’s economy into five-year plans, was the Soviet leader during World War II.",Joseph Vissarionovich Stalin [accept Ioseb Besarionis dzе Jugashvili]
2020 TAILS,1,20,B,"[H] After Stalin’s death, this successor of his denounced him in a “Secret Speech” called “On the Cult of Personality and Its Consequences.”",Nikita Sergeyevich Krushchev
2020 TAILS,1,20,C,"[E] Kruschev and Stalin were both members of the Soviet party espousing this ideology. This ideology is structured around common ownership of the means of production, and was named after a manifesto written by Karl Marx.",communism
2020 TAILS,2,1,L,The song of this river’s boatmen was arranged for orchestra by Igor Stravinsky. For ten points each:,
2020 TAILS,2,1,A,"[H] Name this longest river in Europe, whose canal to the Don River helps ultimately connect cities like Kazan and Nizhny Novgorod to the ocean.",Volga River
2020 TAILS,2,1,B,"[M] Vologorad, a city on the Volga River, was previously known by this name. The massive Motherland Calls statue commemorates the five-month-long World War II siege of Volgograd under this name.",Stalingrad
2020 TAILS,2,1,C,"[E] Volgograd now lies in this country, the largest successor of the USSR.",Russia [or Russian Federation or Rossiyskaya Federatsiya or Rossiya]
2020 TAILS,2,2,L,"In a speech after an attack by Nathuram Godse, this politician declared “friends and comrades, the light has gone out of our lives.” For ten points each:",
2020 TAILS,2,2,A,"[H] Name this politician, who not even a year earlier gave his inaugural address titled “Tryst with Destiny.” This politician was the first prime minister of a newly independent India.",Jawaharlal Nehru [accept Pandit Nehru or Chacha Nehru]
2020 TAILS,2,2,B,"[E] This was the surname of Nehru’s daughter, the first female Prime Minister of India. This was also the surname of a political leader who led nonviolent protests against British rule over India and was given the title Mahatma.",Gandhi
2020 TAILS,2,2,C,"[M] During her time as Prime Minister, Indira Gandhi went to war with this country in support of Bangladesh’s independence. On the other hand, Mahatma Gandhi was against separation of India and this western neighbor.",Pakistan [or Islamic Republic of Pakistan or Jamhuryat Islami Pakistan]
2020 TAILS,2,3,L,"The motion of these devices can be simplified using the small-angle approximation, to solve the resulting differential equation. For ten points each:",
2020 TAILS,2,3,A,[M] Name these devices consisting of a weight suspended from a pivot that swings freely. Examples of these devices are often used in grandfather clocks.,pendulum
2020 TAILS,2,3,B,"[H] Pendulums are examples of these devices, which undergo periodic motion in which the restoring force is proportional to the magnitude of the object’s displacement. Another example of these devices is a mass on a spring.",simple harmonic oscillator or SHO [prompt on oscillator]
2020 TAILS,2,3,C,[E] Leon Foucault (foo-KOH) used a pendulum to demonstrate the motion of this body. The quantity “little g” in the equation for a simple pendulum represents the acceleration due to the gravitational pull of this body.,planet Earth
2020 TAILS,2,4,L,This app is known in China as “Douyin.” For ten points each:,
2020 TAILS,2,4,A,"[E] Name this social media app that consists of short videos, often of people doing dances dubbed with music or other audio recordings.",TikTok
2020 TAILS,2,4,B,[M] This page on TikTok recommends videos to users based on the way the user interacts with the app. This page is located to the right of the “following” page.,“For You” Page
2020 TAILS,2,4,C,"[H] In August 2020, President Trump accused this company, the owner of TikTok, of providing the Chinese government with users’ private information. This company began talks with Microsoft, but entered a partnership with Oracle instead.",ByteDance
2020 TAILS,2,5,L,The title character of this novel “had not the option” to be romantically involved with Sally Seton. For ten points each:,
2020 TAILS,2,5,A,"[H] Give this novel named after a character whose first name is Clarissa. In this novel, Septimus Smith is seen in the park before he jumps out of a hospital window to commit suicide.",Mrs. Dalloway
2020 TAILS,2,5,B,"[M] This English author of Mrs. Dalloway wrote the stream-of-consciousness novel To The Lighthouse. She also created Judith, a fictional sister of William Shakespeare, in her essay “A Room of One’s Own.”",Virginia Woolf
2020 TAILS,2,5,C,"[E] ""A Room of One's Own"" argues that women need money and physical space to establish a metaphorical space in the literary world. It's seen as an important text in this movement that advocates equality of the sexes.",feminism
2020 TAILS,2,6,L,Willard Libby developed numerous forms of this technique. For ten points each:,
2020 TAILS,2,6,A,[E] Name this technique that analyzes the decay of radioactive materials to determine the age of geologic substances. The most commonly used form of this technique uses the carbon-14 isotope.,dating [accept radiometric dating or radiocarbon dating or radioactive dating or radioisotope dating or absolute dating or carbon dating]
2020 TAILS,2,6,B,"[M] Due to its presence in many rock formations, the decay of this element into argon is also commonly used to date rocks. This alkali metal commonly found in fertilizers with nitrogen and phosphorus has atomic symbol K.",potassium
2020 TAILS,2,6,C,[H] This isotope’s oxidation into HTO can be used to date water. This radioactive isotope of hydrogen has two neutrons.,tritium
2020 TAILS,2,7,L,"These fruits are made by trees in the genus Prunus, which makes them closely related to other fruits like plums, peaches, nectarines, and apricots. For ten points each:",
2020 TAILS,2,7,A,"[M] Name these fruits which are classified as drupes, or stone fruits. These red, fleshy fruits can be soaked in sugar syrup and food coloring to make the maraschino kind, which is used alongside beverages.",cherries [accept maraschino cherries]
2020 TAILS,2,7,B,"[H] Maraschino cherries are often made using two main types of cherries, one of which is this type of cherry which was developed in Washington state. These cherries are named for a mountain near Seattle.",Rainier cherries
2020 TAILS,2,7,C,"[E] The other type used to make maraschinos, Royal Anne cherries, are also named for this man, whose coronation was depicted by Jacques-Louis David (dah-VEED). This French emperor was not actually of below average height.",Napoleon Bonaparte [accept Napoleon I]
2020 TAILS,2,8,L,This man learned how to read and write by watching local ship workers. For ten points:,
2020 TAILS,2,8,A,[M] Name this former slave who published the The North Star and wrote “What to the Slave is the Fourth of July.”,Frederick Douglass
2020 TAILS,2,8,B,"[H] Douglass was the only African-American attendee of this event, which was planned by Elizabeth Cady Stanton. This event culminated in the Declaration of Sentiments.",Seneca Falls Convention
2020 TAILS,2,8,C,"[E] Stanton fought for this right, which, nearly 70 years after the Seneca Falls Convention, was granted through the 19th amendment.",women’s suffrage [accept equivalents like women getting the right to vote or female suffrage; prompt on just suffrage or the right to vote by asking “For whom?”]
2020 TAILS,2,9,L,"For ten points each, answer some questions about the martial art of capoeira (kah-poh-AIR-ah).",
2020 TAILS,2,9,A,"[H] Capoeira developed as a way for slaves to train martial arts in this country, where escaped slaves often founded settlements called quilombos (kee-LOM-bohz). Today, capoeira is practiced primarily in this country’s favelas.",Brazil [accept Federative Republic of Brazil]
2020 TAILS,2,9,B,"[E] Capoeira uses music to disguise the martial arts, using instruments such as the pandeiro and atabaque (ah-tah-BOCK-ee), which are this type of instrument. These instruments, which include most drums, are played by being struck.",percussion instruments
2020 TAILS,2,9,C,"[M] Capoeira batizados, or ceremonial graduations, often end with performing this activity, combining styles such as Maculele and Samba. Other kinds of this art form include Bachata, Merengue (muh-REN-gay), and Tango.",dance
2020 TAILS,2,10,L,"Each of these symbols are associated with either yin or yang as well as one of the Five Phases: fire, water, earth, metal, and wood. For ten points each:",
2020 TAILS,2,10,A,"[M] Name this 12-sign classification system based on the lunar calendar. This cycle starts with the symbol of the rat since, according to myth, he won a race held by the Jade Emperor by riding on the ox.",Chinese zodiac signs [or shēngxiào; accept descriptive answers; prompt on zodiac signs]
2020 TAILS,2,10,B,[H] This fourth animal in the Chinese zodiac cycle follows the tiger. The Jade one of these animals is said to have a mortar and pestle and accompany the immortal Chang’e (chong-UH) on the moon.,rabbit [or bunny or hare]
2020 TAILS,2,10,C,[E] This simian creature follows the goat in the Chinese zodiac cycle. One of the Four Chinese classics titled Journey to the West features a “king” of this general order of primates named Sun Wukong.,monkeys
2020 TAILS,2,11,L,Lie groups provide a natural model for the continuous form of this property. For ten points each:,
2020 TAILS,2,11,A,"[M] Name this property, the radial or rotational form of which is possessed by objects which look the same after a partial turn or rotation. Human bodies have the bilateral form of this property.","symmetry [accept radial, rotational, bilateral, or reflectional symmetry]"
2020 TAILS,2,11,B,"[E] Functions described by this adjective lack symmetry across the y-axis. If negative f of x equals f of negative x, then f of x has this property, which also describes numbers that cannot be divided by two.",odd
2020 TAILS,2,11,C,"[H] These mathematical constructs possess self-similarity, a property also known as expanding symmetry. Examples of these constructs include the Dragon Curve, the Koch (kahk) Snowflake, and the Sierpinski Triangle.",fractals
2020 TAILS,2,12,L,The protagonist of this novel plays a flawless game of Pac-Man and wins a coin that turns out to be an extra life token. For ten points each:,
2020 TAILS,2,12,A,"[M] Name this novel by Ernest Cline about Wade’s search for an Easter Egg in the OASIS (oh-AY-sis), a virtual reality world created by James Halliday. Wade goes by the avatar name “Parzival” when in the OASIS.",Ready Player One
2020 TAILS,2,12,B,"[E] Ready Player One is set in 2045 and is part of this genre of literature characterized by a depiction of a severe decline in society. This genre’s name, which is Greek for “bad place,” is an antonym of “utopia.”",dystopian
2020 TAILS,2,12,C,"[H] In Ready Player One, players who search for the Easter Egg left by Halliday are referred to by this term. At the end of the novel, all the players described by this term band together to defeat the corporate forces of IOI.",gunters [prompt on egg hunters]
2020 TAILS,2,13,L,"In order to marry the lady-in-waiting Sophie Chotek, this man had to renounce his descendants’ rights to the throne. For ten points each:",
2020 TAILS,2,13,A,"[M] Name this nephew of Emperor Franz Joseph I, who was assassinated in Sarajevo in 1914. This man’s death prompted the July Crisis, which eventually caused the escalations that led to World War I.",Franz Ferdinand [accept Archduke Franz Ferdinand Carl Ludwig Joseph Maria]
2020 TAILS,2,13,B,"[H] Ferdinand was assassinated by Gavrilo Princip (PRIN-tzip), a member of the revolutionary movement Young Bosnia and one of a group of assassins working with this Serbian secret military society.",Black Hand [accept Unification or Death]
2020 TAILS,2,13,C,"[E] As the eldest son of Archduke Karl Ludwig of this country, Ferdinand was the heir presumptive to its throne. The union of this country and Hungary was allied with the German Empire in World War I.",Austria
2020 TAILS,2,14,L,Maulana Karenga created this holiday during the aftermath of the Watts riots in 1966. For ten points each:,
2020 TAILS,2,14,A,"[H] Name this holiday celebrated from December 26 to January 1 every year, ending with a feast of faith called Karamu Ya Imani. This holiday was developed as an annual celebration of African-American culture.",Kwanzaa
2020 TAILS,2,14,B,"[M] A common symbol of Kwanzaa, the kinara, features seven of these objects to represent the seven principles of Kwanzaa. In Judaism, nine of these objects are placed on the menorah during Hanukkah.",candles
2020 TAILS,2,14,C,"[E] Kwanzaa began as an alternative to this holiday, because Karenga believed Jesus to be psychotic. However, many people practice both Kwanzaa and this holiday, which is on the day before Kwanzaa starts, December 25.",Christmas [accept Feast of the Nativity]
2020 TAILS,2,15,L,Questions like “What men or gods are these?” and “What wild ecstasy?” are addressed to the title “foster-child of silence and slow time” in this poem. For ten points each:,
2020 TAILS,2,15,A,"[H] Name this poem whose narrator proclaims “More happy love! more happy, happy love!” that ends with a statement of “Beauty is truth, truth beauty,—that is all / Ye know on earth, and all ye need to know.”",“Ode on a Grecian Urn”
2020 TAILS,2,15,B,[M] “Ode on a Grecian Urn” was written by this English Romantic poet of “Endymion” (en-DIE-mee-uhn) as well as many other odes.,John Keats
2020 TAILS,2,15,C,[E] One such ode by Keats is dedicated to one of these animals. That poem about one of these animals calls it a “light-winged Dryad of the trees” and is titled “Ode to a Nightingale.” A poem about another of these animals by Percy Shelley asks “how could thy notes flow in such a crystal stream?” and is titled “To a Skylark.”,birds [anti-prompt on nightingale or skylark; anti-prompt on “Ode to a Nightingale” or “To a Skylark”]
2020 TAILS,2,16,L,"For ten points each, answer some questions about Renaissance Italian sculptor Donatello.",
2020 TAILS,2,16,A,"[E] Donatello created the first ever free-standing bronze sculpture, which depicts this Biblical figure. In Donatello's depiction, this man holds a sword and rests his foot on the head of his slain enemy, Goliath.",David
2020 TAILS,2,16,B,"[H] Donatello was born in and studied classical sculpture in this Italian city. He also created sculptures of St. George and St. Mark for the Orsanmichele (or-san-mee-KEH-lay) in this city, which is also the site of the Uffizi Gallery.",Florence
2020 TAILS,2,16,C,"[M] Donatello also created many of these monuments, including ones for Cardinal Rainaldo Brancacci (brahn-KAH-chee) and Antipope John XXIII. Sepulchres (SEP-ul-kerz) and mausoleums are types of these monuments in or under which people are buried.",tombs
2020 TAILS,2,17,L,One leader of this former territory issued the Law of the Splintered Paddle while uniting its 6 major islands. For ten points each:,
2020 TAILS,2,17,A,"[E] Name this island state, the most recent to join the US. This state’s ""Big Island"" shares its name with the state as a whole.",Hawaiʻi
2020 TAILS,2,17,B,[M] This capital of Hawaiʻi is home to a cosmopolitan district known as Waikiki. It is serviced by the David K Inouye (ih-NO-ay) International Airport.,Honolulu
2020 TAILS,2,17,C,[H] The construction of the Thirty Meter Telescope on this tallest mountain on Hawaiʻi’s Big Island has been heavily protested by Native Hawaiians. This is the most sacred mountain in Hawaiian culture.,Mauna Kea
2020 TAILS,2,18,L,"Levels of this molecule are decreased by inhibiting HMG-CoA reductase, the rate-controlling enzyme of the mevalonate pathway. For ten points each:",
2020 TAILS,2,18,A,"[H] Name this molecule whose levels in the body can be decreased by statins. This molecule comes in a “good” HDL and a “bad” LDL form, high levels of which can block blood vessels and increase risk of heart disease.",cholesterol
2020 TAILS,2,18,B,[M] Cholesterol serves as an essential structural component in this organelle. This organelle described by the fluid mosaic model consists of a phospholipid bilayer and separates the inside of the cell from its environment.,cell membrane or plasma membrane [do not accept or prompt on “cell wall”]
2020 TAILS,2,18,C,"[E] These compounds also known as lipids have a strong inverse relationship with HDL, or “good”, cholesterol. The body primarily stores these compounds in adipose tissue, high levels of which contribute to obesity.",fats [or triglycerides]
2020 TAILS,2,19,L,Cayley’s theorem considers all groups as a group of these entities. For ten points each:,
2020 TAILS,2,19,A,"[H] Name these entities, which are the elements of symmetric groups. These entities are the different arrangements of the elements of a set, in which the particular order of the arrangement matters.",permutations [prompt on bijections]
2020 TAILS,2,19,B,"[M] The number of permutations for a set of n distinct objects is this function of n. This function of n is the product of all positive integers less than or equal to n, and is represented by an exclamation point.",factorial
2020 TAILS,2,19,C,[E] This number is equal to zero factorial and therefore represents the number of permutations for a set of zero objects. This number is the multiplicative identity because any number times this number is the original number.,one
2020 TAILS,2,20,L,This man reportedly died from a nosebleed on his wedding night. For ten points each:,
2020 TAILS,2,20,A,[M] Name this general who was known as the “Scourge of God” for his brutal battle tactics. Pope Leo I supposedly convinced this leader of the Huns not to sack rome.,Attila the Hun
2020 TAILS,2,20,B,"[H] Attila crossed the Rhine and reached Aurelianorum in an attempt to conquer this region, though he was stopped at the Battle of the Catalaunian Plains. This region corresponds roughly to modern-day France.",Roman Gaul
2020 TAILS,2,20,C,"[E] Attila legendarily carried a weapon that was most likely referred to as “sword of the war god.” The historian Priscus referred to the weapon as the sword of this specific war god, the Roman counterpart of Ares.",Mars
2020 TAILS,3,1,L,"For ten points each, answer some questions about examples of onomatopoeia, in which words sound like the sounds they describe.",
2020 TAILS,3,1,A,"[E] The phrase Autosomal Dominant Compelling Helio-Ophthalmic Outburst Syndrome is a spurious acronym for the onomatopoeic word “achoo”, the sound of doing this. “Bless you” is a common response to someone doing this.",sneezing [or sternutation]
